trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.1, 'e': 0.12182518941147201}",20,6,-11.340062530834913,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
552,False,"{'a': 0.1, 'e': 0.2203063855384424}",30,7,-46.02387753194407,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 0}",1
553,False,"{'a': 0.1, 'e': 0.31658635308472155}",25,15,19.99321881465765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.1, 'e': 0.40970309444051295}",25,0,-82.52475584824853,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
555,False,"{'a': 0.1, 'e': 0.49872621790648564}",25,10,-8.72418633476149,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.1, 'e': 0.5827662338601124}",30,0,-62.832615405802514,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
557,False,"{'a': 0.1, 'e': 0.6609834422419141}",30,14,-106.90328005560657,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 2}",1
558,False,"{'a': 0.1, 'e': 0.7325963225609111}",20,0,-63.160100765780726,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
559,False,"{'a': 0.1, 'e': 0.796889342589027}",20,0,-130.46604081031003,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
560,False,"{'a': 0.1, 'e': 0.853220107722584}",20,0,-27.92404099538373,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
561,False,"{'a': 0.1, 'e': 0.901025779576851}",35,0,-135.51801028731933,"{0: 22, 1: 6, 2: 5, 3: 0, 4: 2}",0
562,False,"{'a': 0.1, 'e': 0.9398286996811099}",20,0,-101.13599182735032,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
563,False,"{'a': 0.1, 'e': 0.9692411620842188}",20,0,-76.85873736698342,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
564,False,"{'a': 0.1, 'e': 0.9889692871843135}",25,0,-231.75799257590765,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
565,False,"{'a': 0.1, 'e': 0.9988159580766447}",20,0,-76.1934047861354,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
566,False,"{'a': 0.1, 'e': 0.9986827900805341}",25,9,-44.348070007953375,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
567,False,"{'a': 0.1, 'e': 0.9885711137665782}",35,6,-97.45231217589101,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 1}",1
568,False,"{'a': 0.1, 'e': 0.9685819616620305}",30,0,-95.813397552657,"{0: 16, 1: 5, 2: 9, 3: 0, 4: 0}",0
569,False,"{'a': 0.1, 'e': 0.9389150587671843}",20,0,-63.124572102839345,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
570,False,"{'a': 0.1, 'e': 0.8998668269691938}",30,0,-219.27073613276815,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
571,False,"{'a': 0.1, 'e': 0.8518274232925497}",20,0,-117.22360093218326,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
572,False,"{'a': 0.1, 'e': 0.7952768415790757}",25,0,-205.17697618575423,"{0: 12, 1: 0, 2: 10, 3: 0, 4: 3}",0
573,False,"{'a': 0.1, 'e': 0.730780116548116}",25,0,-107.16653110404079,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
574,False,"{'a': 0.1, 'e': 0.6589816781563973}",20,0,-24.398218179265044,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
575,False,"{'a': 0.1, 'e': 0.580598912666927}",20,0,-50.57276386987621,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
576,False,"{'a': 0.1, 'e': 0.4964149947625673}",20,0,-37.81121054751725,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
577,False,"{'a': 0.1, 'e': 0.4072710623235205}",30,0,-61.07487457320981,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
578,False,"{'a': 0.1, 'e': 0.31405781205565125}",20,11,-37.61425810159781,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
579,False,"{'a': 0.1, 'e': 0.2177065999434321}",25,0,-63.48959060512053,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
580,False,"{'a': 0.1, 'e': 0.11918013544881928}",25,18,11.472684841461984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.1, 'e': 0.019462862436509885}",20,12,15.710315343767359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.1, 'e': 0.08044887706369817}",25,19,10.4091252089744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.1, 'e': 0.17955679797714888}",30,21,-27.455996455901523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.1, 'e': 0.276870646718798}",25,0,-91.13133131093609,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
585,False,"{'a': 0.1, 'e': 0.37141809547969407}",25,13,3.708028166335933,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.1, 'e': 0.4622544574050628}",25,0,-65.78778121066514,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
587,False,"{'a': 0.1, 'e': 0.5484721255930483}",25,0,-98.19128281742097,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
588,False,"{'a': 0.1, 'e': 0.6292096416028881}",20,0,-117.50663143259311,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
589,False,"{'a': 0.1, 'e': 0.7036603028628863}",30,2,-99.58630289291793,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 0}",1
590,False,"{'a': 0.1, 'e': 0.7710802229758452}",20,0,-72.55773876667914,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
591,False,"{'a': 0.1, 'e': 0.8307957643860683}",20,0,-40.2470946504893,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
592,False,"{'a': 0.1, 'e': 0.882210269143113}",30,0,-161.1004310564222,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
593,False,"{'a': 0.1, 'e': 0.9248100205108226}",20,0,-138.304367384096,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
594,False,"{'a': 0.1, 'e': 0.9581693758551366}",20,0,-91.85697169734738,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
595,False,"{'a': 0.1, 'e': 0.9819550195245901}",20,0,-76.77178239664093,"{0: 8, 1: 7, 2: 5, 3: 0, 4: 0}",0
596,False,"{'a': 0.1, 'e': 0.9959292932301297}",20,0,-145.69672135443668,"{0: 7, 1: 6, 2: 5, 3: 0, 4: 2}",0
597,False,"{'a': 0.1, 'e': 0.9999525706481683}",30,0,-146.61855322930978,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",0
598,False,"{'a': 0.1, 'e': 0.9939846525206636}",25,0,-131.27291298750944,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
599,False,"{'a': 0.1, 'e': 0.9780851683128142}",25,0,-193.78008030545826,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
600,False,"{'a': 0.1, 'e': 0.9524129804151563}",25,2,-108.48061098304241,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 1}",1
601,False,"{'a': 0.1, 'e': 0.9172245968430627}",20,0,-94.94978785698544,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
602,False,"{'a': 0.1, 'e': 0.872871608293454}",25,0,-107.06610985399914,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
603,False,"{'a': 0.1, 'e': 0.8197971751667692}",20,0,-108.77973776309696,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
604,False,"{'a': 0.1, 'e': 0.758531599654735}",20,0,-88.61667042184249,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
605,False,"{'a': 0.1, 'e': 0.6896870271361664}",20,0,-150.31636020879844,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
606,False,"{'a': 0.1, 'e': 0.6139513298226686}",20,0,-67.41475709877692,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
607,False,"{'a': 0.1, 'e': 0.5320812337669102}",25,7,-12.41462978333386,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.1, 'e': 0.4448947579060243}",20,12,-73.58011109436013,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 2}",1
609,False,"{'a': 0.1, 'e': 0.35326304068679576}",20,0,-17.576091979906547,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.1, 'e': 0.25810163593826746}",20,2,8.317554543371184,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.1, 'e': 0.1603613649604949}",20,11,14.024835552105195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.1, 'e': 0.061018816232456675}",20,3,27.175757711665714,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.1, 'e': 0.03893341233723732}",25,8,30.85585426029191,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.1, 'e': 0.13849663112053268}",20,5,-7.920715544268379,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
615,False,"{'a': 0.1, 'e': 0.23667603734656428}",20,9,-43.50601184474751,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.1, 'e': 0.33249065484213236}",30,11,-4.879746815577516,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.1, 'e': 0.4249831356213158}",30,13,-1.553084841122056,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.1, 'e': 0.5132293253901182}",20,0,-45.419667914187805,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
619,False,"{'a': 0.1, 'e': 0.5963474973906817}",25,14,-23.097627747498226,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
620,False,"{'a': 0.1, 'e': 0.6735071623235862}",20,0,-57.42753632987724,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
621,False,"{'a': 0.1, 'e': 0.7439373663224272}",25,0,-165.54794152588008,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
622,False,"{'a': 0.1, 'e': 0.8069343940699728}",20,0,-15.489568141012068,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
623,False,"{'a': 0.1, 'e': 0.861868800089018}",20,0,-118.68772553641591,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
624,False,"{'a': 0.1, 'e': 0.9081916979535211}",20,0,-56.48754637277938,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
625,False,"{'a': 0.1, 'e': 0.9454402445803316}",20,0,-61.95585987792561,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
626,False,"{'a': 0.1, 'e': 0.9732422648042924}",20,7,-52.974257025676806,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
627,False,"{'a': 0.1, 'e': 0.9913199700294487}",20,0,-130.62752297122202,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
628,False,"{'a': 0.1, 'e': 0.9994927338008855}",30,0,-107.15606026315179,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
629,False,"{'a': 0.1, 'e': 0.9976788965645553}",25,0,-223.70835656471718,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 5}",0
630,False,"{'a': 0.1, 'e': 0.9858965815825497}",25,0,-155.52030872322942,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
631,False,"{'a': 0.1, 'e': 0.9642635138514517}",30,0,-172.20287210249037,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
632,False,"{'a': 0.1, 'e': 0.9329958438330894}",35,15,-57.25112564397042,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
633,False,"{'a': 0.1, 'e': 0.892405987750569}",25,0,-116.66023069614178,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
634,False,"{'a': 0.1, 'e': 0.8428995060286443}",30,0,-124.31914035732939,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
635,False,"{'a': 0.1, 'e': 0.784971051068018}",20,5,-174.83139960322296,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 4}",1
636,False,"{'a': 0.1, 'e': 0.7191994248420474}",20,0,-109.16303323508691,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
637,False,"{'a': 0.1, 'e': 0.6462417956987768}",20,0,-89.854893558055,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
638,False,"{'a': 0.1, 'e': 0.5668271321520203}",30,4,9.473677674714018,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
639,False,"{'a': 0.1, 'e': 0.48174891926893926}",25,14,-1.4981420022486236,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
640,False,"{'a': 0.1, 'e': 0.39185723042955}",20,0,11.084913196110753,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.1, 'e': 0.2980502336744744}",25,13,7.6333727345610445,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.1, 'e': 0.2012652175068453}",20,11,6.1908146712551835,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.1, 'e': 0.10246922581532364}",20,14,0.07768870128989169,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.1, 'e': 0.0026493954912638444}",30,18,19.507579558216346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.1, 'e': 0.0971969067167568}",25,14,-18.26732170972026,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.19607204956190338}",30,3,-20.75119181532461,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
647,False,"{'a': 0.1, 'e': 0.292988105300616}",20,11,13.868465096231319,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.1, 'e': 0.38697672074015643}",25,3,-96.77251134845156,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 1}",1
649,False,"{'a': 0.1, 'e': 0.477098792703571}",25,0,-68.7622633767826,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
650,False,"{'a': 0.1, 'e': 0.562453851238172}",30,0,-67.97522166626264,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
651,False,"{'a': 0.1, 'e': 0.642189056813737}",25,0,-83.05767798451933,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
652,False,"{'a': 0.1, 'e': 0.7155077216130871}",25,0,-37.680550903395584,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
653,False,"{'a': 0.1, 'e': 0.7816772697734873}",30,9,-66.00339104818201,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 1}",1
654,False,"{'a': 0.1, 'e': 0.8400365570424713}",25,0,-124.90848416439998,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
655,False,"{'a': 0.1, 'e': 0.8900024767126464}",20,0,-60.59823171568311,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
656,False,"{'a': 0.1, 'e': 0.9310757858312195}",30,1,-16.65316987568914,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 0}",1
657,False,"{'a': 0.1, 'e': 0.9628460934704971}",20,0,-5.126413632813186,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
658,False,"{'a': 0.1, 'e': 0.9849959612184215}",30,0,-82.97649786209327,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
659,False,"{'a': 0.1, 'e': 0.9973040749182293}",20,0,-60.443374805214624,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
660,False,"{'a': 0.1, 'e': 0.99964745596635}",20,0,-149.06339243348927,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
661,False,"{'a': 0.1, 'e': 0.9920026900739702}",30,0,-278.00716993045467,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 5}",0
662,False,"{'a': 0.1, 'e': 0.9744461612148652}",25,0,-159.15827162651718,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
663,False,"{'a': 0.1, 'e': 0.9471532884219778}",20,0,-176.85156187277104,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
664,False,"{'a': 0.1, 'e': 0.9103967730584245}",25,0,-76.09925197130198,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
665,False,"{'a': 0.1, 'e': 0.8645438740756395}",25,0,-129.84918616220787,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
666,False,"{'a': 0.1, 'e': 0.8100527384832928}",20,2,-103.07926298621709,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 1}",1
667,False,"{'a': 0.1, 'e': 0.747467823695864}",25,0,-73.81630568158619,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
668,False,"{'a': 0.1, 'e': 0.6774144574940792}",25,20,8.841074114241163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.1, 'e': 0.6005925899564515}",30,4,-26.587966304436247,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 0}",1
670,False,"{'a': 0.1, 'e': 0.5177697997895051}",30,19,-56.89180808225605,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
671,False,"{'a': 0.1, 'e': 0.42977362493499033}",25,0,-48.397084245521185,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
672,False,"{'a': 0.1, 'e': 0.33748329408441025}",25,0,-128.96379726261472,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
673,False,"{'a': 0.1, 'e': 0.24182094171648436}",25,10,-31.04864242018373,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
674,False,"{'a': 0.1, 'e': 0.14374239443428918}",25,5,-28.046215059390963,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
675,False,"{'a': 0.1, 'e': 0.04422762066183892}",20,16,7.524047362032493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.1, 'e': 0.05572906087657094}",20,6,23.649698105034705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.1, 'e': 0.15512891606026627}",20,1,-37.043032931718955,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
678,False,"{'a': 0.1, 'e': 0.2529787743934896}",20,7,-79.8330484756422,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
679,False,"{'a': 0.1, 'e': 0.34830095243665155}",20,15,-33.10631068572969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.1, 'e': 0.4401430224960407}",35,6,-52.547877802550964,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 1}",1
681,False,"{'a': 0.1, 'e': 0.5275873289666017}",20,0,-79.55431784310085,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
682,False,"{'a': 0.1, 'e': 0.6097601572433005}",25,0,-133.5856744222563,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
683,False,"{'a': 0.1, 'e': 0.6858404635887347}",30,0,-156.9150338815699,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
684,False,"{'a': 0.1, 'e': 0.7550680787307162}",20,0,-88.5690239009707,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
685,False,"{'a': 0.1, 'e': 0.8167513032223336}",25,0,-130.9379879959858,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
686,False,"{'a': 0.1, 'e': 0.8702738186742472}",30,0,-88.93281352819604,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
687,False,"{'a': 0.1, 'e': 0.9151008458042379}",25,0,-76.914752397524,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
688,False,"{'a': 0.1, 'e': 0.950784487775076}",25,0,-35.98241517560796,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
689,False,"{'a': 0.1, 'e': 0.9769682054316357}",30,0,-164.33243822801197,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
690,False,"{'a': 0.1, 'e': 0.9933903797222716}",20,6,-124.48733127436162,"{0: 6, 1: 3, 2: 2, 3: 1, 4: 2}",1
691,False,"{'a': 0.1, 'e': 0.9998869257099255}",25,0,-113.06258124987582,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
692,False,"{'a': 0.1, 'e': 0.9963929320545596}",30,0,-195.96413931165515,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
693,False,"{'a': 0.1, 'e': 0.982943309585819}",20,0,-234.89460156964108,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 4}",0
694,False,"{'a': 0.1, 'e': 0.9596724424855533}",35,0,-159.52377516185288,"{0: 21, 1: 3, 2: 9, 3: 0, 4: 2}",0
695,False,"{'a': 0.1, 'e': 0.926812845565509}",30,0,-76.72122445183369,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
696,False,"{'a': 0.1, 'e': 0.8846928410561633}",30,3,-142.49202903799122,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 2}",1
697,False,"{'a': 0.1, 'e': 0.8337332781195631}",20,0,-185.57575027996845,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
698,False,"{'a': 0.1, 'e': 0.7744433278635736}",20,0,-93.55232113048085,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
699,False,"{'a': 0.1, 'e': 0.7074153958724908}",20,0,-114.00351892194273,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
700,False,"{'a': 0.1, 'e': 0.6333192030862999}",20,12,13.442484052327249,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.1, 'e': 0.5528950941703545}",20,0,-48.567812832284,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
702,False,"{'a': 0.1, 'e': 0.46694664023629}",30,6,-88.00956108577384,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 1}",1
703,False,"{'a': 0.1, 'e': 0.37633260982502265}",20,0,-40.53052581533061,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
704,False,"{'a': 0.1, 'e': 0.281958388375392}",20,0,-33.83593819172825,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
705,False,"{'a': 0.1, 'e': 0.18476693191217952}",30,16,2.5054233012049503,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,False,"{'a': 0.1, 'e': 0.08572934534111404}",25,13,-13.976225658833823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
707,False,"{'a': 0.1, 'e': 0.014164820510231907}",25,17,15.815016910090248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.1, 'e': 0.11391745615730677}",20,16,7.2822406968639655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.1, 'e': 0.21253186623857634}",20,14,10.682067898588059,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.1, 'e': 0.3090227281660707}",25,20,8.60728142603581,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.1, 'e': 0.4024259371430759}",30,9,-65.55752466221854,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.49180823918046324}",20,0,-2.27207072698822,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
713,False,"{'a': 0.1, 'e': 0.5762765558621497}",20,0,-80.05435500850615,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
714,False,"{'a': 0.1, 'e': 0.6549869076893757}",25,0,-129.4079976195558,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
715,False,"{'a': 0.1, 'e': 0.7271528468448446}",20,0,-90.99025232154153,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
716,False,"{'a': 0.1, 'e': 0.7920533151194233}",25,0,-108.01893851745463,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
717,False,"{'a': 0.1, 'e': 0.8490398484873364}",30,0,-194.42934034662804,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
718,False,"{'a': 0.1, 'e': 0.8975430563444248}",35,0,-208.4207861164439,"{0: 22, 1: 2, 2: 7, 3: 0, 4: 4}",0
719,False,"{'a': 0.1, 'e': 0.9370783106708145}",30,0,-127.2009471844971,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
720,False,"{'a': 0.1, 'e': 0.9672505882738824}",20,0,-86.18168575909414,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
721,False,"{'a': 0.1, 'e': 0.9877584177294565}",20,0,-100.49320099868875,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
722,False,"{'a': 0.1, 'e': 0.9983968915845978}",25,13,-42.21185307896674,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
723,False,"{'a': 0.1, 'e': 0.9990597137251612}",20,0,-105.27017985388105,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
724,False,"{'a': 0.1, 'e': 0.9897402614514161}",30,0,-139.07065879959725,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
725,False,"{'a': 0.1, 'e': 0.9705316516498831}",25,0,-158.99978127469996,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
726,False,"{'a': 0.1, 'e': 0.9416258104001715}",35,0,-113.66247745642777,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 2}",0
727,False,"{'a': 0.1, 'e': 0.9033115553130557}",35,2,-66.43539154032247,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 0}",1
728,False,"{'a': 0.1, 'e': 0.855971709760354}",25,0,-124.43050088072329,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
729,False,"{'a': 0.1, 'e': 0.8000792778303477}",20,2,-59.253932693225586,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
730,False,"{'a': 0.1, 'e': 0.7361927182273159}",30,0,-59.26377775764363,"{0: 20, 1: 6, 2: 3, 3: 1, 4: 0}",0
731,False,"{'a': 0.1, 'e': 0.6649503643367052}",20,0,-84.33724987854029,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
732,False,"{'a': 0.1, 'e': 0.5870640462090193}",25,0,-88.28857051982332,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
733,False,"{'a': 0.1, 'e': 0.5033119781891867}",35,0,-226.1451758978799,"{0: 23, 1: 1, 2: 5, 3: 2, 4: 4}",0
734,False,"{'a': 0.1, 'e': 0.41453098325609555}",20,0,-94.39885877724522,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
